Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
8.20,75.75,134.88,110.31,9.75,7.01,9.02,67.63,74.30,76.64,0.00,-0.00,81.21,0.00,-0.00,-0.00
9.64,71.88,211.31,471.00,8.97,6.76,9.05,71.50,80.09,70.42,0.00,0.00,112.80,0.00,0.00,77.34
11.00,68.12,263.75,189.12,8.73,6.90,10.05,72.67,84.62,64.99,-0.00,-0.00,221.18,-0.00,-0.00,379.42
11.49,67.00,215.69,149.38,8.61,6.20,11.26,72.23,89.50,63.54,0.00,0.00,154.34,0.00,0.00,406.20
11.35,64.50,127.31,140.69,8.12,6.67,11.27,69.44,85.74,67.21,-0.00,0.00,92.44,-0.00,-0.00,335.41
10.76,64.25,57.88,188.62,7.52,6.71,11.32,70.55,82.68,66.26,0.00,0.00,37.60,0.00,0.00,233.03
9.88,66.88,0.00,0.00,7.25,6.29,11.86,73.09,86.76,64.59,-0.00,-0.00,0.00,-0.00,-0.00,0.00
9.25,69.88,0.00,0.00,6.95,6.53,10.07,79.04,84.21,69.78,0.00,-0.00,0.00,0.00,-0.00,0.00
8.91,71.62,0.00,0.00,6.79,6.58,11.62,85.31,85.23,59.94,-0.00,8.48,-0.00,-0.00,-0.00,-0.00
8.55,72.62,0.00,0.00,6.40,7.47,10.60,88.31,80.09,64.71,-0.00,25.67,0.00,0.00,-0.00,0.00
8.15,69.25,0.00,0.00,6.69,7.25,10.17,85.56,82.24,65.38,-0.00,45.30,-0.00,-0.00,-0.00,-0.00
7.81,68.88,0.00,0.00,6.73,8.41,9.33,82.59,77.88,68.51,0.00,69.39,0.00,0.00,-0.00,0.00
7.45,71.88,0.00,0.00,6.51,8.64,9.65,85.44,78.82,67.90,0.00,79.13,-0.00,0.00,-0.00,-0.00
7.11,78.00,0.00,0.00,6.59,8.81,8.04,83.85,71.65,78.23,-0.00,110.96,0.00,0.00,76.07,0.00
6.69,86.00,0.00,0.00,6.69,10.06,6.92,84.56,64.93,85.19,8.55,221.37,-0.00,0.00,379.74,-0.00
6.56,87.12,0.00,0.00,7.27,11.46,6.58,81.30,62.64,85.15,25.30,156.64,-0.00,0.00,412.25,-0.00
6.72,85.38,0.00,0.00,7.36,11.83,7.42,81.62,64.73,79.28,45.65,96.44,-0.00,-0.00,349.92,-0.00
6.74,82.50,0.00,0.00,8.14,11.84,5.14,79.44,64.00,94.71,68.10,39.08,0.00,-0.00,242.20,-0.00
6.70,84.12,0.00,0.00,8.45,11.78,6.15,79.91,64.98,87.84,78.10,0.00,0.00,-0.00,0.00,-0.00
6.64,83.50,0.00,0.00,8.69,10.60,6.04,72.26,67.33,90.15,110.04,0.00,0.00,75.44,0.00,-0.00
6.79,83.88,8.62,0.00,10.06,11.09,5.53,64.91,62.41,97.61,221.47,-0.00,39.98,379.90,-0.00,66.45
7.09,82.50,24.94,0.00,11.56,10.34,9.08,62.20,65.98,80.71,157.79,0.00,117.37,415.28,0.00,419.21
7.45,81.00,46.00,0.00,12.11,9.90,10.43,63.49,66.69,74.65,98.44,-0.00,139.34,357.18,-0.00,553.82
7.91,81.00,66.81,0.00,12.09,9.26,11.85,62.88,68.88,64.12,39.82,0.00,176.39,246.79,0.00,454.72
8.29,81.00,77.06,0.00,11.74,9.15,14.87,65.18,70.51,48.34,0.00,-0.00,189.70,0.00,-0.00,575.61
8.59,72.88,109.12,74.81,10.86,8.05,17.46,66.11,78.18,38.94,0.00,0.00,219.39,0.00,0.00,590.99
10.07,64.88,221.56,380.06,10.82,7.15,16.11,63.64,83.84,44.59,-0.00,0.00,231.34,-0.00,-0.00,298.89
11.65,61.75,158.94,418.31,10.20,6.62,16.61,66.62,84.88,42.35,0.00,0.00,164.84,0.00,-0.00,395.66
12.35,62.25,100.44,364.44,9.77,6.76,15.57,67.35,83.39,44.54,-0.00,-0.00,90.38,-0.00,0.00,382.00
12.31,61.75,40.56,251.38,9.22,5.49,16.43,69.06,92.48,41.12,0.00,-0.00,48.78,0.00,0.00,231.03
11.70,65.38,0.00,0.00,8.90,5.82,14.81,71.82,90.05,46.53,-0.00,-0.00,0.00,-0.00,0.00,0.00
11.09,64.88,0.00,0.00,8.06,5.64,12.83,78.15,92.82,59.02,0.00,0.00,0.00,0.00,-0.00,0.00
10.59,64.88,0.00,0.00,7.26,5.62,12.05,83.17,97.00,63.05,0.00,40.24,-0.00,-0.00,66.88,-0.00
10.09,67.25,0.00,0.00,6.64,8.42,11.19,84.75,84.91,64.87,0.00,112.31,0.00,0.00,401.13,0.00
9.65,68.00,0.00,0.00,6.43,10.57,10.21,85.45,73.88,67.29,0.00,140.83,-0.00,0.00,559.72,-0.00
9.19,69.25,0.00,0.00,5.66,12.44,8.08,91.36,61.62,75.02,0.00,184.54,0.00,-0.00,475.74,0.00
8.69,73.12,0.00,0.00,5.65,14.81,6.83,91.15,48.55,78.99,0.00,188.91,-0.00,0.00,573.21,-0.00
8.06,78.12,0.00,0.00,5.45,16.78,6.04,94.16,41.03,81.54,0.00,209.70,0.00,0.00,564.87,0.00
7.36,82.50,0.00,0.00,5.66,16.43,4.83,96.69,43.61,86.62,40.37,236.95,-0.00,67.10,306.13,-0.00
6.66,84.62,0.00,0.00,8.09,16.71,4.70,87.02,42.05,80.87,109.78,166.05,-0.00,392.10,398.55,0.00
6.15,87.50,0.00,0.00,10.65,15.95,1.75,73.50,43.39,95.91,141.57,92.97,-0.00,562.67,392.94,-0.00
5.81,90.25,0.00,0.00,12.74,15.76,2.36,60.37,43.31,89.51,188.61,46.64,0.00,486.24,220.89,0.00
5.51,92.25,0.00,0.00,14.79,14.15,0.66,48.65,48.95,97.55,188.52,0.00,-0.00,572.01,0.00,0.00
5.28,95.50,0.00,0.00,16.44,12.54,0.41,42.07,60.26,94.32,204.85,0.00,-0.00,551.81,0.00,-0.00
5.70,96.38,40.50,67.31,16.59,11.62,1.61,43.11,65.15,83.71,239.76,-0.00,44.14,309.76,-0.00,81.94
7.81,89.12,107.25,383.06,16.76,10.63,1.00,41.90,67.69,84.88,166.65,0.00,95.85,400.00,0.00,413.58
10.71,73.12,142.31,565.62,16.14,9.59,3.36,42.82,70.58,70.13,94.27,-0.00,106.80,398.41,-0.00,725.47
12.99,59.12,192.69,496.75,15.42,8.02,4.99,44.41,75.32,58.77,45.57,0.00,147.81,215.82,0.00,878.11
14.76,48.75,188.12,570.81,13.82,6.87,5.47,50.17,78.74,56.19,0.00,-0.00,178.77,0.00,-0.00,706.32
16.15,43.12,200.00,538.75,12.40,5.96,5.35,60.88,82.02,56.72,0.00,0.00,255.60,0.00,0.00,276.12
16.73,42.62,242.56,313.38,11.40,4.79,5.06,66.20,86.87,58.44,-0.00,-0.00,225.40,-0.00,-0.00,72.60
16.80,41.75,167.25,401.44,10.35,4.10,4.02,69.09,84.63,63.47,0.00,-0.00,144.75,0.00,0.00,7.04
16.30,42.25,95.56,403.88,9.28,2.22,4.62,72.23,92.90,59.22,-0.00,0.00,109.25,-0.00,0.00,5.56
15.13,45.50,44.50,210.75,7.99,2.15,1.90,75.47,90.88,73.70,0.00,0.00,25.31,0.00,0.00,0.40
13.54,51.38,0.00,0.00,6.89,1.00,3.39,78.62,95.27,64.68,-0.00,0.00,1.85,-0.00,0.00,0.00
12.28,61.50,0.00,0.00,5.91,0.61,0.24,82.26,93.03,79.47,0.00,0.00,0.00,0.00,0.00,-0.00
11.21,67.25,0.00,0.00,4.77,1.18,1.75,86.99,86.42,71.81,-0.00,42.88,0.00,-0.00,79.59,0.00
10.11,70.50,0.00,0.00,3.80,1.43,0.05,86.50,82.38,83.61,0.00,99.05,-0.00,0.00,427.39,-0.00
9.01,73.88,0.00,0.00,2.46,3.32,-1.55,91.39,70.37,92.35,0.00,106.43,0.00,-0.00,722.95,0.00
7.97,75.62,0.00,0.00,2.05,4.86,0.47,91.57,59.32,75.63,-0.00,146.47,-0.00,0.00,870.11,-0.00
6.91,78.50,0.00,0.00,1.17,5.70,-2.64,94.14,55.29,96.64,0.00,181.86,0.00,-0.00,718.51,0.00
5.88,82.50,0.00,0.00,0.71,5.87,-2.11,92.39,54.73,94.01,0.00,265.99,-0.00,-0.00,287.34,-0.00
4.75,87.12,0.00,0.00,0.97,5.56,-1.14,87.77,56.47,86.09,42.25,234.17,-0.00,78.42,75.43,0.00
3.55,88.38,0.00,0.00,1.65,4.62,-1.02,81.13,60.99,84.03,100.65,151.47,0.00,434.29,7.36,0.00
2.66,89.88,0.00,0.00,3.29,4.38,-1.14,70.50,60.24,80.43,106.24,107.50,0.00,721.70,5.47,-0.00
1.96,92.25,0.00,0.00,4.80,2.53,-0.55,59.60,70.66,73.57,145.79,26.56,0.00,866.12,0.42,-0.00
1.32,93.00,0.00,0.00,5.82,2.71,-1.13,54.83,68.15,70.84,183.40,1.77,0.00,724.60,0.00,-0.00
0.79,91.75,0.00,0.00,6.13,0.84,-0.90,53.74,76.36,67.98,271.19,0.00,0.00,292.95,-0.00,0.00
0.79,89.12,41.62,77.25,5.81,1.27,1.39,55.48,74.46,56.98,238.55,0.00,42.49,76.84,0.00,42.29
1.84,79.88,102.25,441.19,4.92,0.17,2.90,59.74,82.87,53.15,154.83,-0.00,131.43,7.53,-0.00,188.45
3.27,70.62,106.06,720.44,4.27,-0.86,6.34,60.74,88.18,41.94,106.62,0.00,238.91,5.42,0.00,169.80
4.74,59.88,145.12,862.12,2.84,-0.18,7.86,69.14,79.51,38.52,27.18,-0.00,287.87,0.43,-0.00,183.80
5.92,54.38,184.94,730.69,2.37,-1.95,10.67,69.89,92.32,33.77,1.73,0.00,315.80,0.00,0.00,237.29
6.36,52.75,276.38,298.56,1.14,-1.73,11.97,74.80,91.56,31.94,0.00,0.00,304.70,-0.00,-0.00,286.95
6.03,54.50,242.94,78.25,1.03,-1.09,13.44,75.79,85.80,28.59,0.00,-0.00,267.36,0.00,0.00,341.23
5.17,58.50,158.19,7.69,0.24,-0.86,11.68,82.49,83.07,33.74,-0.00,-0.00,172.36,-0.00,0.00,283.62
4.17,61.25,105.75,5.38,-0.51,-0.79,13.49,86.09,78.52,31.75,0.00,-0.00,151.72,0.00,-0.00,174.87
3.11,67.62,27.81,0.44,-0.50,-0.41,10.00,81.44,72.85,41.85,-0.00,0.00,53.16,-0.00,-0.00,68.98
2.08,71.62,1.69,0.00,-1.60,-0.62,9.03,90.16,68.42,46.57,0.00,0.00,3.86,0.00,-0.00,5.19
1.39,73.25,0.00,0.00,-1.53,-0.42,8.73,90.34,65.80,55.06,0.00,0.00,0.00,-0.00,-0.00,0.00
0.82,77.12,0.00,0.00,-1.07,1.01,8.05,85.65,58.62,61.25,0.00,41.40,-0.00,0.00,41.21,-0.00
0.29,82.12,0.00,0.00,-0.78,2.92,8.70,82.60,53.08,59.42,-0.00,131.62,0.00,0.00,188.72,0.00
-0.21,84.00,0.00,0.00,-0.62,5.96,8.90,77.57,43.16,62.53,0.00,232.67,-0.00,0.00,165.37,-0.00
-0.78,83.38,0.00,0.00,-0.34,7.87,7.48,72.48,38.51,70.34,-0.00,287.94,0.00,0.00,183.84,0.00
-1.31,88.00,0.00,0.00,-0.36,10.17,7.20,67.21,35.07,74.99,-0.00,305.21,-0.00,0.00,229.34,-0.00
-1.37,89.12,0.00,0.00,-0.18,11.53,7.61,64.71,33.03,70.86,-0.00,295.54,0.00,0.00,278.32,0.00
-1.05,85.50,0.00,0.00,0.82,12.75,7.99,59.43,30.17,71.19,40.86,255.28,-0.00,40.66,325.81,-0.00
-0.71,82.12,0.00,0.00,2.93,12.15,5.65,53.04,32.68,87.50,131.71,178.56,-0.00,188.86,293.81,0.00
-0.47,76.62,0.00,0.00,5.77,12.82,5.72,43.77,33.44,88.67,229.56,145.08,-0.00,163.16,167.21,-0.00
-0.28,72.12,0.00,0.00,7.87,10.53,6.35,38.50,40.37,85.48,287.97,55.36,0.00,183.86,71.83,0.00
-0.14,66.00,0.00,0.00,9.92,9.27,4.60,35.73,45.78,102.85,299.91,3.93,0.00,225.36,5.29,-0.00
0.03,63.62,0.00,0.00,11.30,8.76,5.67,33.57,54.97,97.38,290.96,0.00,-0.00,274.00,0.00,0.00
0.66,60.25,40.31,40.12,12.40,8.32,5.23,30.96,60.13,101.32,249.23,-0.00,23.37,318.09,-0.00,-0.00
2.94,53.00,131.81,189.00,12.39,8.54,7.39,32.15,60.15,90.51,181.65,0.00,98.23,298.91,0.00,-0.00
5.60,44.38,226.44,160.94,12.49,8.56,7.14,34.28,64.14,93.60,141.76,-0.00,149.91,163.39,-0.00,1.12
7.87,38.50,288.00,183.88,10.80,7.78,7.39,39.62,68.86,90.96,56.46,0.00,187.36,73.26,0.00,5.03
9.70,36.38,294.62,221.38,9.40,7.55,8.99,45.39,73.18,80.15,3.97,-0.00,199.84,5.33,-0.00,3.48
11.11,34.12,286.38,269.69,8.77,7.55,9.12,54.93,71.18,74.34,0.00,0.00,168.91,0.00,0.00,0.25
12.10,31.75,243.19,310.38,8.46,7.47,7.94,59.56,74.03,77.00,-0.00,-0.00,128.46,-0.00,-0.00,0.00
12.59,31.62,184.75,304.00,8.45,5.99,9.45,60.51,85.50,68.89,0.00,0.00,110.04,0.00,0.00,-0.00
12.20,35.12,138.44,159.56,8.39,5.48,9.60,64.94,90.28,66.62,-0.00,-0.00,46.28,-0.00,-0.00,0.00
11.03,38.88,57.56,74.69,7.94,5.71,8.69,68.12,89.80,75.81,0.00,0.00,20.35,0.00,0.00,-0.00
9.50,45.00,4.00,5.38,7.73,5.09,6.87,72.28,99.49,86.07,-0.00,0.00,1.49,-0.00,-0.00,0.00
8.78,54.88,0.00,0.00,7.52,5.62,7.09,71.34,97.69,83.23,0.00,0.00,0.00,0.00,-0.00,-0.00
8.57,59.00,0.00,0.00,7.21,5.47,7.37,75.46,99.66,80.06,0.00,23.78,-0.00,-0.00,0.00,0.00
8.38,60.88,0.00,0.00,6.16,6.86,7.03,84.50,94.25,79.26,0.00,94.74,0.00,0.00,0.00,-0.00
8.24,65.75,0.00,0.00,5.35,7.14,4.42,91.08,93.61,94.18,0.00,149.89,-0.00,-0.00,1.12,0.00
8.07,67.38,0.00,0.00,5.39,7.68,5.67,91.96,89.11,83.14,0.00,191.53,0.00,0.00,5.14,0.00
7.88,71.38,0.00,0.00,5.34,8.79,3.78,97.80,81.33,89.98,0.00,197.07,-0.00,-0.00,3.43,-0.00
7.49,71.50,0.00,0.00,5.60,9.02,5.09,97.85,74.86,81.67,0.00,167.77,0.00,-0.00,0.25,-0.00
6.99,76.88,0.00,0.00,5.59,8.49,3.10,98.83,74.19,92.09,23.99,133.95,0.00,-0.00,0.00,0.00
6.30,83.50,0.00,0.00,6.59,9.19,1.02,96.13,70.26,98.25,92.99,108.02,0.00,-0.00,-0.00,0.00
5.25,91.88,0.00,0.00,7.14,9.08,2.44,93.62,69.31,86.59,149.89,44.67,-0.00,1.12,0.00,0.00
5.11,94.12,0.00,0.00,7.83,8.31,2.13,88.18,77.96,85.25,193.61,19.83,0.00,5.19,-0.00,-0.00
5.55,96.12,0.00,0.00,8.70,7.17,0.17,81.91,84.29,90.76,195.69,1.53,-0.00,3.40,0.00,-0.00
5.58,98.00,0.00,0.00,8.97,7.07,1.16,75.12,83.36,80.51,167.19,0.00,0.00,0.25,-0.00,-0.00
5.69,98.00,24.19,0.00,8.76,6.97,-0.24,72.79,82.53,90.55,136.70,-0.00,37.12,0.00,0.00,79.58
6.36,98.00,91.25,0.00,9.05,6.51,3.33,70.94,82.44,73.27,107.01,0.00,106.30,-0.00,-0.00,508.25
7.14,93.62,149.88,1.12,8.81,4.97,4.05,70.66,90.72,73.46,43.86,-0.00,84.27,0.00,-0.00,686.69
7.96,87.25,195.69,5.25,8.12,5.28,6.60,79.04,85.57,63.04,19.57,0.00,95.91,-0.00,-0.00,791.32
8.61,82.50,194.31,3.38,7.32,4.10,7.87,83.39,88.05,55.63,1.54,-0.00,93.31,0.00,0.00,815.70
8.93,75.38,166.62,0.25,7.06,4.40,10.79,83.43,86.14,44.78,0.00,0.00,107.95,-0.00,0.00,920.69
9.00,71.38,139.44,0.00,6.76,3.05,11.04,83.76,92.42,45.39,-0.00,-0.00,86.27,0.00,0.00,905.99
8.94,71.62,106.00,0.00,6.25,1.60,11.49,84.03,94.50,44.70,0.00,0.00,70.85,-0.00,-0.00,888.03
8.59,72.00,43.06,0.00,5.25,1.95,9.73,88.98,89.86,52.13,-0.00,0.00,51.17,0.00,0.00,725.67
7.96,80.12,19.31,0.00,5.09,1.54,8.80,86.79,89.18,57.03,0.00,0.00,32.25,-0.00,0.00,477.63
7.45,82.50,1.56,0.00,4.26,0.36,7.33,87.09,89.51,64.43,-0.00,0.00,2.61,-0.00,-0.00,36.21
7.05,83.50,0.00,0.00,4.06,0.67,5.00,88.38,83.56,80.60,0.00,0.00,0.00,-0.00,-0.00,0.00
6.59,85.00,0.00,0.00,3.02,0.10,5.01,92.59,88.47,80.23,-0.00,38.06,-0.00,-0.00,81.60,-0.00
6.03,85.62,0.00,0.00,1.89,2.76,4.74,92.63,76.51,77.36,0.00,102.30,0.00,-0.00,489.15,0.00
5.49,87.25,0.00,0.00,1.70,4.36,3.40,91.49,71.92,82.28,0.00,86.19,-0.00,0.00,702.37,-0.00
4.92,88.00,0.00,0.00,1.24,6.65,1.67,91.15,62.83,92.91,0.00,96.23,0.00,0.00,794.01,0.00
4.39,86.12,0.00,0.00,0.46,8.11,1.60,88.88,54.69,92.41,0.00,95.00,-0.00,0.00,830.47,-0.00
3.76,90.62,0.00,0.00,0.42,10.14,1.10,85.09,47.08,93.68,0.00,103.35,0.00,0.00,881.47,0.00
3.00,92.75,0.00,0.00,0.27,10.61,-0.47,87.42,46.89,99.74,38.53,83.76,0.00,82.61,879.65,-0.00
2.14,90.75,0.00,0.00,2.47,10.92,0.40,78.13,46.66,90.06,100.31,68.20,-0.00,479.61,854.89,0.00
1.49,93.12,0.00,0.00,4.51,9.82,0.93,71.15,51.82,83.63,87.16,51.49,0.00,710.22,730.18,-0.00
0.99,93.12,0.00,0.00,6.67,8.76,-0.92,62.73,57.21,96.52,96.40,32.16,0.00,795.35,476.19,0.00
0.55,88.25,0.00,0.00,8.24,7.20,0.67,54.22,65.02,86.74,95.84,2.58,-0.00,837.86,35.88,0.00
0.21,86.62,0.00,0.00,9.81,5.44,0.37,48.23,78.24,91.10,101.05,0.00,-0.00,861.86,0.00,-0.00
0.41,86.38,39.00,83.62,10.40,4.97,0.88,47.63,80.43,90.16,82.50,-0.00,40.39,866.48,-0.00,100.40
2.23,79.75,98.31,470.06,10.64,4.38,3.54,47.64,79.49,80.78,66.88,0.00,92.80,838.32,0.00,563.37
4.64,70.38,88.12,718.06,9.86,3.26,7.52,51.66,83.08,59.86,51.65,-0.00,65.23,732.43,-0.00,895.25
6.69,62.62,96.56,796.69,8.74,2.00,9.85,57.29,90.83,46.82,32.11,0.00,69.12,475.47,0.00,918.73
8.34,53.75,96.69,845.25,7.13,1.52,12.03,65.32,92.96,39.10,2.57,-0.00,74.22,35.72,-0.00,923.96
9.53,49.38,98.75,842.25,5.65,1.00,13.82,77.06,94.34,34.29,0.00,0.00,75.39,0.00,0.00,923.73
10.21,48.38,81.25,853.31,4.95,0.12,15.48,80.52,95.81,30.89,-0.00,-0.00,71.86,-0.00,-0.00,940.95
10.40,48.62,65.56,821.75,4.20,0.41,16.27,80.56,90.03,29.60,0.00,0.00,61.61,0.00,0.00,929.72
9.90,51.50,51.81,734.69,3.20,0.57,15.18,83.48,85.88,32.77,-0.00,0.00,52.67,-0.00,-0.00,778.85
8.72,57.38,32.06,474.75,2.16,-0.37,12.68,89.79,93.01,39.81,0.00,-0.00,29.92,0.00,0.00,471.17
7.08,65.62,2.56,35.56,1.47,0.34,11.10,93.23,88.87,45.63,-0.00,-0.00,2.47,-0.00,0.00,36.48
5.84,75.88,0.00,0.00,0.95,0.15,10.87,94.67,92.61,51.58,0.00,-0.00,0.00,0.00,-0.00,0.00
4.94,80.62,0.00,0.00,0.42,0.63,9.13,93.84,91.83,63.52,-0.00,39.70,-0.00,-0.00,98.67,-0.00
4.04,81.62,0.00,0.00,0.41,3.33,9.37,90.02,82.01,61.98,-0.00,91.46,0.00,0.00,555.24,0.00
3.14,83.88,0.00,0.00,0.39,7.04,9.48,87.00,62.06,58.63,0.00,63.15,-0.00,0.00,866.63,-0.00
2.30,88.75,0.00,0.00,-0.10,9.69,8.10,91.26,47.35,62.24,0.00,68.37,0.00,-0.00,908.74,0.00
1.44,93.50,0.00,0.00,0.18,12.00,5.70,89.93,39.17,74.97,0.00,74.08,-0.00,0.00,922.20,-0.00
0.91,95.00,0.00,0.00,0.04,13.78,5.72,93.36,34.40,72.86,0.00,75.16,0.00,0.00,920.99,0.00
0.68,91.88,0.00,0.00,0.51,15.16,6.66,92.66,31.63,63.89,39.35,70.27,-0.00,97.81,920.23,-0.00
0.41,90.00,0.00,0.00,3.23,15.75,5.95,82.63,30.80,66.62,90.79,59.46,0.00,551.18,897.30,0.00
0.24,88.12,0.00,0.00,6.80,14.95,3.44,63.15,33.32,79.69,62.10,51.84,0.00,852.31,766.49,-0.00
0.14,89.50,0.00,0.00,9.62,12.99,4.18,47.61,38.96,77.91,68.00,30.62,-0.00,903.74,482.09,-0.00
0.04,91.00,0.00,0.00,11.99,11.20,4.53,39.21,45.31,81.71,74.01,2.48,-0.00,921.32,36.74,-0.00
-0.06,94.12,0.00,0.00,13.76,10.45,2.47,34.45,53.23,98.28,75.05,0.00,0.00,919.62,0.00,-0.00
0.40,93.50,39.00,96.94,15.00,9.28,3.79,32.01,62.82,92.43,69.48,-0.00,38.49,909.86,-0.00,89.24
3.14,83.25,90.12,547.12,15.48,9.09,6.13,31.40,63.30,83.74,58.38,0.00,90.78,881.09,0.00,491.32
6.60,64.25,61.06,838.00,14.84,8.80,8.68,33.60,61.82,69.01,51.42,-0.00,69.42,760.30,-0.00,696.06
9.55,47.88,67.62,898.75,13.15,7.81,11.46,38.54,63.62,55.76,30.96,0.00,78.99,487.54,0.00,752.18
11.98,39.25,73.94,920.44,11.25,6.33,14.55,45.16,71.86,45.76,2.49,-0.00,81.08,36.87,-0.00,856.39
13.74,34.50,74.94,918.25,10.24,6.03,15.75,54.05,71.31,43.24,0.00,0.00,69.74,0.00,0.00,846.63
14.86,32.38,68.69,899.50,9.36,6.14,16.71,62.47,66.45,42.79,-0.00,0.00,56.03,-0.00,-0.00,843.00
15.26,32.00,57.31,864.88,8.94,5.47,19.10,63.96,69.06,36.56,0.00,0.00,55.38,0.00,-0.00,934.11
14.74,33.88,51.00,754.12,8.45,4.01,16.70,63.41,76.65,44.23,-0.00,0.00,43.18,-0.00,-0.00,692.35
13.28,38.12,31.31,493.00,7.66,4.20,17.13,64.31,77.83,43.30,0.00,-0.00,35.03,0.00,-0.00,500.64
11.29,45.00,2.50,37.00,6.65,4.21,15.54,70.30,83.67,49.35,-0.00,-0.00,2.93,-0.00,0.00,38.64
10.06,54.88,0.00,0.00,6.19,3.09,14.47,70.53,94.26,59.30,0.00,-0.00,0.00,0.00,0.00,0.00
9.43,62.12,0.00,0.00,5.88,3.95,13.38,67.72,91.41,68.92,0.00,38.93,-0.00,-0.00,90.27,-0.00
8.82,64.62,0.00,0.00,5.23,6.40,11.61,70.28,82.18,80.55,0.00,92.61,0.00,0.00,501.22,0.00
8.16,65.00,0.00,0.00,4.30,9.33,11.17,75.14,66.06,85.02,-0.00,72.99,-0.00,0.00,731.87,-0.00
7.53,65.00,0.00,0.00,4.20,12.11,11.99,77.79,53.38,80.94,-0.00,83.06,0.00,-0.00,790.87,0.00
6.92,68.75,0.00,0.00,4.05,14.79,13.12,84.64,45.00,72.57,0.00,82.51,-0.00,0.00,871.47,-0.00
6.32,69.75,0.00,0.00,3.40,16.29,11.70,92.26,41.68,78.41,0.00,72.68,0.00,-0.00,882.32,0.00
5.66,69.00,0.00,0.00,4.03,17.39,11.00,90.89,40.90,83.06,39.16,59.04,-0.00,90.79,888.38,-0.00
5.03,71.50,0.00,0.00,6.53,18.77,11.30,81.40,37.47,81.83,93.53,54.13,0.00,506.17,913.00,0.00
4.55,73.62,0.00,0.00,9.66,17.34,11.13,64.59,42.36,84.56,74.77,45.37,0.00,749.78,727.43,-0.00
4.21,77.75,0.00,0.00,12.44,16.76,12.26,52.19,44.52,80.62,85.09,34.14,0.00,810.21,487.91,0.00
3.91,85.62,0.00,0.00,14.91,14.91,11.41,44.63,51.80,90.37,83.23,2.81,0.00,879.02,37.04,-0.00
3.67,90.25,0.00,0.00,16.57,13.87,10.78,40.90,62.09,94.61,74.15,0.00,-0.00,900.16,0.00,-0.00
4.10,90.38,39.38,91.31,17.73,13.19,12.43,39.95,69.90,85.51,60.55,-0.00,21.05,911.06,-0.00,0.00
6.65,80.62,94.44,511.12,18.60,12.18,12.73,37.93,77.52,91.61,53.51,0.00,84.15,902.44,0.00,0.00
9.94,63.12,76.56,767.69,17.66,11.81,14.47,41.43,81.45,86.00,46.47,-0.00,152.42,744.96,-0.00,0.42
12.72,51.00,87.12,829.56,16.57,12.05,13.90,45.14,80.60,92.00,33.70,0.00,174.03,481.55,0.00,1.82
15.01,44.25,83.94,886.56,14.59,12.44,15.04,53.02,76.48,82.17,2.75,-0.00,176.43,36.24,-0.00,1.62
16.80,40.12,75.62,918.00,13.57,11.67,15.27,63.49,78.58,82.44,0.00,0.00,150.74,0.00,0.00,0.12
18.02,39.00,62.06,933.75,13.09,11.28,15.69,70.39,81.47,82.33,-0.00,-0.00,124.21,-0.00,-0.00,0.00
18.46,38.38,52.88,891.88,12.47,11.37,15.35,76.01,81.42,84.08,0.00,0.00,106.00,0.00,0.00,-0.00
17.94,40.50,47.56,762.50,12.13,11.27,14.20,79.67,83.72,90.10,-0.00,-0.00,65.90,-0.00,-0.00,0.00
16.41,45.75,33.25,475.19,12.08,11.78,15.08,80.42,83.56,81.78,0.00,-0.00,25.27,0.00,0.00,-0.00
14.32,54.25,2.69,35.44,12.10,11.35,12.83,78.43,90.75,98.35,-0.00,-0.00,1.66,-0.00,-0.00,0.00
13.31,64.88,0.00,0.00,11.65,11.05,14.75,78.66,92.87,83.20,0.00,0.00,0.00,0.00,0.00,-0.00
13.01,70.88,0.00,0.00,11.42,11.94,13.94,80.68,88.70,85.71,-0.00,20.37,-0.00,-0.00,-0.00,0.00
12.71,74.50,0.00,0.00,11.41,12.41,12.79,81.21,93.86,94.68,0.00,82.27,0.00,0.00,0.00,-0.00
12.41,77.88,0.00,0.00,11.34,13.82,12.24,83.30,90.44,99.42,-0.00,145.90,-0.00,-0.00,0.40,0.00
12.11,80.25,0.00,0.00,11.54,14.12,11.69,85.03,90.62,99.82,0.00,176.79,0.00,0.00,1.85,-0.00
11.81,80.38,0.00,0.00,11.32,15.06,11.58,90.93,82.09,101.44,-0.00,176.62,-0.00,-0.00,1.62,-0.00
11.64,78.75,0.00,0.00,11.19,15.35,13.18,91.99,81.97,90.26,-0.00,151.62,0.00,0.00,0.12,-0.00
11.54,79.88,0.00,0.00,11.70,15.53,12.01,90.29,83.29,98.95,20.03,122.83,-0.00,-0.00,0.00,-0.00
